channel	communication
duct	passage
channel	television_station
distribution_channel	marketing
impart	bring
channel	steer
transmit	move
rust	ferric_oxide
rust	plant_disease
rust	corrosion
rust	oxidation
rust	fungus
corrode	decay
corrode	damage
rust	oxidise
Christian	religious_person
psychic	occultist
vote	choice
vote	group_action
right_to_vote	franchise
vote	body
vote	numerical_quantity
vote	choose
vote	express
vote	express
vote	vote
approach	motion
advent	arrival
approach	timing
orgasm	consummation
come	travel
come	happen
come	change
come	originate
come	exist
hail	be
come	run
come	be
come	travel
fall	be
come	result
total	be
come	become
come	arrive
occur	become
do	proceed
come	experience
come	rank
Tory	American
Tory	Englishman
Tory	rightist
deal	transaction
bargain	agreement
batch	large_indefinite_quantity
deal	board
softwood	wood
hand	collection
deal	result
deal	distribution
deal	allotment
cover	broach
consider	think_about
deal	act
cope	act
distribute	give
deal	transact
manage	control
deal	behave
deal	distribute
conduct	manage
share	distribute
deal	pass
deal	deal
coating	decorativeness
finish	completion
complete	end
finish_up	act
finish	coat
eat_up	eat
finish	end
release	merchandise
liberation	accomplishment
release	natural_process
handout	announcement
dismissal	termination
passing	death
acquittance	legal_document
release	device
release	activity
spill	flow
release	relinquishment
release	termination
turn	transmit
publish	publicize
secrete	exude
free	issue
release	pass
release	generate
unblock	issue
helium	chemical_element
helium	noble_gas
he	letter
stun	immobilize
sandbag	hit
stun	desensitize
hope	anticipation
hope	feeling
promise	expectation
hope	person
hope	theological_virtue
hope	wish
hope	desire
hope	plan
blood	liquid_body_substance
blood	disposition
rake	libertine
lineage	genealogy
blood	people
blood	daub
bespeak	tell
indicate	inform
indicate	inform
argue	present
indicate	inform
back	body_part
rear	side
back	position
back	football_player
spinal_column	skeletal_structure
binding	protective_covering
back	cloth_covering
back	support
back	position
back	approve
back	travel
second	support
back	finance
back	lie
bet_on	bet
back	switch
back	confirm
back	strengthen
patriot	national
prayer	worship
prayer	request
entreaty	request
prayer	sacred_text
prayer	religious_person
heart	intuition
heart	internal_organ
heart	courage
center	area
kernel	content
heart	disposition
heart	plane_figure
heart	variety_meat
affection	feeling
heart	playing_card
sound	sound_property
sound	sensation
sound	mechanical_phenomenon
sound	happening
audio	auditory_communication
phone	language_unit
strait	channel
sound	body_of_water
sound	look
sound	cause_to_be_perceived
sound	announce
voice	pronounce
fathom	quantify
nonsense	message
folderal	decoration
room	area
room	position
room	opportunity
room	gathering
board	populate
bad	quality
testify	declare
testify	inform
Irani	Asian
Iranian	Indo-Iranian
O.K.	sanction
approve	authorize
occupation	activity
job	duty
job	workplace
job	product
job	duty
job	work
job	work
problem	difficulty
Job	unfortunate
job	application
caper	robbery
job	cheat
subcontract	hire
job	work
speculate	invest
funny_story	joke
economy	system
economy	efficiency
economy	frugality
economy	action
physique	bodily_property
human_body	body
construct	make
build_up	develop
build	make
build	better
build	oversee
build	develop
build	create
build	establish
build_up	increase
build	intensify
veteran	serviceman
veteran	serviceman
veteran	expert
jury	body
jury	committee
become	change_state
become	transform
become	fancify
adventure	undertaking
gamble	try
venture	risk
handcuff	shackle
manacle	fetter
bunny	waitress
bunny	rabbit
attack	contend
attack	knock
attack	act
attack	get_down
attack	affect
donor	benefactor
donor	benefactor
sock	hosiery
windsock	visual_signal
sock	hit
left	position
left	faction
left	hand
left_field	tract
left	turn
leave	make
leave	refrain
exit	move
leave	yield
leave	produce
leave	change
entrust	pass
bequeath	give
leave	have
impart	tell
forget	lose
harass	annoy
harry	destroy
identity	personality
identity	recognition
identity	operator
identity	sameness
embody	typify
be	take
be	stay
cost	be
chime	sound
island	land
island	zone
deter	disapprove
warn	rede
oak	wood
oak	tree
woman	adult
woman	female
woman	female
charwoman	cleaner
womanhood	class
animal	organism
retention	possession
property	possession
hold	direct
deem	see
harbor	feel
restrain	disable
retain	keep
bear	have
hold	include
hold	continue
prevail	exist
hold	affirm
hold	be
contain	be
reserve	request
defend	protect
oblige	relate
hold	capture
hold	think
defy	resist
apply	refer
hold	postpone
control	restrain
hold	prevent
hold	control
halt	stop
hold	cover
carry	drink
hold	aim
declare	evaluate
hold	restrain
turn	move
change_state	change
become	transform
turn	move
change_by_reversal	change
turn	travel
turn	change
turn	transmit
turn	move
turn	move
turn	send
plow	till
turn	shape
turn	discolor
turn	turn
twist	injure
turn	change
turn	do
turn	get
turn	move
turn	send
flex	change_shape
turn	operate
turn	aim
call_on	appeal
sour	change_state
turn	senesce
euphoria	elation
season	time_period
season	time_period
season	time_period
season	toughen
temper	weaken
child	juvenile
child	offspring
child	person
child	descendant
senator	legislator
deity	spiritual_being
god	superior
idol	effigy
clarence	carriage
jail	correctional_institution
imprison	confine
racist	bigot
given	assumption
yield	supply
give	transfer
give	state
give	communicate
hold	direct
give	communicate
give	make
give	think
render	produce
impart	tell
establish	make
give	pass
give	utter
sacrifice	release
pass	transfer
give	use
give	administer
give	distribute
give	communicate
move_over	move
feed	provide
contribute	give
collapse	change
give	estimate
give	execute
give	compensate
give	show
give	perform
give	stretch
give	toast
give	accord
give	express
give	pledge
give	submit
give	lead
give	permit
give	inflict
give	happen
give	accept
give	offer
loan	debt
loanword	word
lend	give
team	unit
team	animal_group
team	group
gun	weapon
artillery	armament
gunman	shot
gunman	murderer
grease-gun	pump
accelerator	pedal
gun	discharge
gun	blast
narration	report
thread	cord
yarn	tell
asset	quality
summation	arithmetic_operation
water	binary_compound
water	liquid
body_of_water	thing
water	element
water_system	facility
urine	body_waste
water	food
water	liquid
water	nutrient
water	wet
water	supply
water	secrete
water	fill
batman	attendant
remove	distance
remove	transfer
absent	disappear
murder	kill
aside	actor's_line
digression	message
twenty	large_integer
extension	delay
extension	expansion
propagation	dissemination
extension	education
extension	stretching
extension	string
reference	meaning
extension	dance
extension	property
extension	longness
extension	telephone
elongation	addition
annex	addition
real_number	complex_number
real	Brazilian_monetary_unit
real	coin
eighteen	large_integer
prohibition	decree
ban	Moldovan_monetary_unit
ban	Romanian_monetary_unit
ban	prohibition
Bachelor_of_Arts_in_Nursing	bachelor's_degree
ban	outlaw
ban	forbid
banish	expel
banish	expel
plumb_bob	bob
plummet	drop
home	residence
dwelling	housing
home	location
home_plate	base
base	location
home	beginning
home	environment
family	unit
home	institution
home	house
home	return
advertise	announce
advertise	praise
research	investigation
inquiry	problem_solving
research	investigate
research	investigate
fat	lipid
adipose_tissue	animal_tissue
fatness	bodily_property
fatten	change
morning	time_period
good_morning	farewell
good_morning	greeting
dawn	hour
dawn	start
Ted	tough_guy
university	body
university	establishment
university	educational_institution
turnout	gathering
turnout	part
siding	railroad_track
output	product
outfit	attire
turnout	attendance
turnout	rotation
king	sovereign
king	rival
baron	businessman
king	eminence
king	checker
king	face_card
king	chessman
nigger	Black
buttocks	body_part
ass	fool
ass	equine
fuck	sexual_intercourse
arsenic	chemical_element
boom	sound
smash	hit
boom	sound
boom	grow
journalist	writer
diarist	writer
sir	man
Sir	male_aristocrat
rough_in	prepare
sound	look
sound	cause_to_be_perceived
sound	announce
voice	pronounce
fathom	quantify
allegation	accusation
allegation	claim
thirty	large_integer
hours	work_time
hours	time_period
hour	time_unit
hour	clock_time
hour	time_period
hour	distance
brow	feature
frontal_bone	membrane_bone
budget	fund
budget	plan
budget	calculate
sitting	motion
sitting	motion
seance	meeting
sitting	session
sit	be
sit_down	change_posture
sit	convene
model	expose
ride	travel
sit	be
baby-sit	guard
seat	put
sit	serve
backbone	fortitude
intestine	internal_organ
gut	channel
catgut	cord
gut	empty
gut	remove
war	military_action
war	hostility
war	conflict
war	campaign
war	contend
face	external_body_part
expression	countenance
face	appearance
face	surface
face	person
side	surface
face	external_body_part
face	front
grimace	facial_expression
font	type
face	status
boldness	aggressiveness
face	vertical_surface
confront	set_about
confront	meet
front	lie
face	be
face	turn
face	disclose
face	line
face	cover
airplane	heavier-than-air_craft
plane	shape
plane	degree
plane	power_tool
plane	edge_tool
plane	hand_tool
plane	cut
plane	glide
plane	smooth
dessert	course
sweet	dainty
sweet	taste
sweetness	taste_property
letter	document
letter	text
letter	character
letter	owner
letter	literal_interpretation
letter	award
letter	earn
letter	print
letter	write
forgiveness	mercifulness
forgiveness	kindness
check	draft
assay	appraisal
check	bill
arrest	inaction
confirmation	proof
check	inspection
check_mark	mark
hindrance	difficulty
check	blemish
check	weave
bridle	restraint
check	obstruction
check	chess_move
check	analyze
check	examine
see	verify
control	restrain
check	stop
check	verify
check	change
match	equal
check	obstruct
discipline	develop
check	consign
check	consign
check	stop
check	stop
check	draw
check	move
check	defend
check	attack
check	write_out
check	verify
check	stop
check	crack
crack	change
user	person
exploiter	selfish_person
drug_user	person
race	contest
race	contest
race	group
subspecies	taxonomic_group
slipstream	flow
raceway	canal
rush	travel
race	compete
race	act
race	move
hurricane	cyclone
Texan	American
referee	official
association	organization
association	social_activity
association	union
association	memory
affiliation	relationship
association	relation
association	chemical_process
association	group
thank	convey
football	contact_sport
football	field_game
football	ball
college	body
college	educational_institution
college	building_complex
correct	change_by_reversal
right	change
chastise	call_on_the_carpet
compensate	balance
discipline	punish
decline	descend
adjust	change
correct	treat
socialist	politician
military	force
holder	holding_device
holder	owner
holder	capitalist
nigger	Black
seventeen	large_integer
Communist	politician
communist	socialist
ampere	current_unit
adenosine_monophosphate	nucleotide
criminal	principal
bend	curve
crook	staff
crook	bend
offense	operation
offense	team
umbrage	anger
discourtesy	behavior
crime	transgression
crying	bodily_process
cry	utterance
cry	utterance
war_cry	motto
cry	effusion
cry	sound
shout	utter
cry	express_emotion
exclaim	express
cry	announce
cry	want
cry	utter
cry	change
movie	product
movie	show
safe	strongbox
safe	cupboard
condom	contraceptive
tribalism	state
tribalism	belief
frighten	stimulate
daunt	intimidate
scar	deface
millionaire	rich_person
say	opportunity
state	express
allege	assert
suppose	speculate
read	have
order	request
say	convey
say	express
say	recite
say	read
court	assembly
court	room
court	government
court	playing_field
court	cortege
motor_hotel	hotel
court	court
court	residence
court	area
court	deference
woo	act
court	act
better	good
bettor	gambler
better	superior
better	good
better	surpass
better	change
better	change_state
vote	choose
vote	express
vote	express
vote	vote
state	administrative_district
state	attribute
state	government
state	political_unit
state_of_matter	chemical_phenomenon
state	emotional_state
country	administrative_district
Department_of_State	executive_department
state	express
submit	propose
express	denote
pray	commune
beg	plead
bikini	swimsuit
joke	wit
jest	diversion
antic	diversion
joke	pettiness
joke	communicate
joke	act
league	association
league	union
league	linear_unit
league	unite
friend	person
ally	associate
acquaintance	person
supporter	advocate
Friend	Christian
offer	message
offering	contribution
offer	speech_act
oblation	giving
offer	supply
offer	give
volunteer	act
offer	project
offer	give
offer	market
offer	produce
offer	worship
put_up	engage
extend	supply
propose	request
offer	threaten
labor	class
parturiency	parturition
British_Labour_Party	labor_party
labor	work
labor	work
tug	fight
labor	undergo
baby	child
baby	offspring
child	person
baby	fetus
baby	girl
baby	young_mammal
baby	undertaking
pamper	treat
love	like
love	love
sleep_together	copulate
good	advantage
good	morality
good	quality
commodity	artifact
fuck	sexual_intercourse
sleep_together	copulate
defame	charge
dog	canine
dog	domestic_animal
frump	unpleasant_woman
dog	chap
cad	villain
frank	sausage
pawl	catch
andiron	support
chase	pursue
commiseration	sympathy
condolence	acknowledgment
rake	libertine
rip	opening
rip	turbulence
rent	tear
rend	tear
rip	tear
rip	cut
rip	attack
twenty-five	large_integer
toilet	room
whoremaster	customer
pill	thing
pill	dose
pill	unpleasant_person
pill	burden
pill	contraceptive
conservative	adult
Conservative	member
ben	mountain
barrack	military_quarters
barrack	lodge
cheer	encourage
jeer	tease
doubt	disbelieve
doubt	distrust
treachery	dishonesty
betrayal	treason
anti-racketeering_law	law
elimination	removal
ejection	banishment
scale	standard
scale	magnitude_relation
scale	proportion
scale	leaf
scale	bit
scale	musical_notation
scale	measuring_instrument
scale	indicator
plate	shield
scale	covering
scale	measure
scale	model
scale	take
scale	reach
scale	climb
scale	remove
scale	quantify
scale	size
politics	social_relation
politics	social_science
politics	profession
politics	opinion
politics	activity
politics	affairs
Texan	American
universe	natural_object
population	collection
universe	content
lie	falsehood
lie	position
lie	be
dwell	exist
lie	be
lie	misinform
lie	be
lie_down	change_posture
messiah	savior
Emmy	award
apprehension	capture
arrest	inaction
collar	seize
check	defend
catch	attract
halt	stop
saint	deity
saint	good_person
ideal	model
enshrine	reverence
canonize	declare
save	prevention
salvage	rescue
save	keep
save	prevent
spare	refrain
save	spend
keep_open	reserve
write	record
White	person
white	achromatic_color
egg_white	ingredient
white	man
flannel	trouser
whiten	discolor
cat	feline
guy	man
cat	gossip
cat	woman
kat	stimulant
cat-o'-nine-tails	whip
Caterpillar	tracked_vehicle
big_cat	feline
computerized_tomography	X-raying
cat	flog
vomit	excrete
boom	grow
thrive	change_state
brandish	move
brainwash	persuade
brainwash	indoctrinate
pet	animal
darling	lover
pet	irritability
positron_emission_tomography	imaging
pet	caress
pet	caress
whirl	round_shape
whirlpool	current
disgust	stimulate
disgust	repel
apology	acknowledgment
apology	defense
apology	example
Canadian	North_American
birthday	anniversary
birthday	date
comedian	performer
comedian	actor
well	excavation
well	vessel
well	source
well	shaft
well	compartment
well	surface
control	power
control	relation
control	bodily_process
control_condition	criterion
control	activity
dominance	condition
restraint	discipline
command	skillfulness
control	mechanism
control	spirit
control	economic_policy
control	restrain
operate	manipulate
manipulate	interact
control	test
control	see
see	verify
master	know
effect	cause
effect	act
worse	bad
bullshit	bunk
talk_through_one's_hat	feign
deceiver	wrongdoer
cry	utterance
cry	utterance
war_cry	motto
cry	effusion
cry	sound
shout	utter
cry	express_emotion
exclaim	express
cry	announce
cry	want
cry	utter
cry	change
cocoa	beverage
chocolate	food
chocolate	brown
laugh	express_emotion
incrimination	accusation
blame	reproach
blame	charge
blame	knock
blame	impute
tweet	sound
pinch	grip
catcher	infielder
catcher	position
erupt	change_state
flip_one's_lid	rage
combust	anger
burn	change_state
fascist	rightist
weight	physical_property
weight	sports_equipment
weight	importance
weight	artifact
weight	oppression
system_of_weights	system_of_measurement
weight_unit	unit_of_measurement
weight	coefficient
burden	charge
slant	bias
baby	child
baby	offspring
child	person
baby	fetus
baby	girl
baby	young_mammal
baby	undertaking
pamper	treat
cipher	commoner
Russian	native
Russian	Slavic
Democrat	politician
democrat	advocate
law	collection
law	legal_document
law	concept
law	concept
jurisprudence	philosophy
law	learned_profession
police	force
police	law_enforcement_agency
follow	travel
follow	result
follow	travel
comply	obey
follow	result
follow	imitate
follow	be
adopt	choose
take_after	imitate
trace	analyze
watch	check
play_along	play
come	originate
follow	act
follow	practice
pursue	travel
follow	understand
stick_to	persevere
censor	person
censor	official
ban	outlaw
censor	measure
floss	thread
dental_floss	thread
floss	cleanse
minute	time_unit
Min	Chinese
fundamental_law	law
constitution	beginning
constitution	property
eat	consume
eat	eat
eat	consume
feed	consume
eat	worry
consume	spend
corrode	damage
score	gain
score	notch
score	record
score	compose
seduce	persuade
score	achieve
grade	measure
attempt	activity
try	act
test	evaluate
judge	decide
sample	consume
hear	probe
try	pain
try	afflict
try	melt
try_on	wear
cage	enclosure
cage	constraint
cage	net
batting_cage	baseball_equipment
cage	confine
Brownie	Girl_Scout
elf	fairy
brownie	cookie
justice	natural_virtue
justice	righteousness
justice	judgment
judge	adjudicator
judge	official
Department_of_Justice	executive_department
drunkard	drinker
drunk	drinker
drink	consume
drink	consume
toast	honor
drink_in	steep
drink	use
Wiccan	pagan
movie	product
movie	show
week	time_period
workweek	work_time
week	time_period
sucking	consumption
suck	drink
suck	draw
suck	absorb
suck	be
fellate	stimulate
breastfeed	feed
journalist	writer
diarist	writer
actor	performer
actor	person
mayor	civil_authority
mayor	politician
actor	performer
actor	person
block	artifact
block	area
block	solid
block	collection
block	housing
block	computer_memory_unit
block	inability
pulley	machine
engine_block	cast
blockage	obstruction
auction_block	platform
blocking	obstruction
barricade	obstruct
obstruct	prevent
stop	prevent
jam	interrupt
block	operate
block	anesthetize
obstruct	hide
block	emboss
stuff	clog
obstruct	impede
block	hold
parry	fence
block	shape
block	shape
freeze	withhold
president	corporate_executive
President_of_the_United_States	head_of_state
president	head_of_state
president	presiding_officer
president	academic_administrator
President_of_the_United_States	presidency
theory	explanation
hypothesis	concept
theory	belief
Committee_for_State_Security	Russian_agency
movie	product
movie	show
film	medium
film	photographic_paper
film	object
film	sheet
film	wrapping
film	record
film	make
film	record
alligator	leather
alligator	crocodilian_reptile
alligator	crack
age	property
historic_period	era
age	time_of_life
long_time	time_period
old_age	time_of_life
age	develop
senesce	develop
age	change
tweet	chirp
tweet	sound
pinch	grip
opinion	judgment
govern	control
rule	decide
rule	pronounce
rule	attach_to
rule	draw
rule	restrict
city	municipality
city	administrative_district
city	municipality
American	inhabitant
American_English	English
American	inhabitant
sen	fractional_monetary_unit
zombi	dead_person
zombi	spirit
zombi	deity
automaton	anomaly
zombie	highball
lunch	meal
lunch	eat
lunch	feed
reading	linguistic_process
reading	interpretation
reading	datum
reading	written_communication
interpretation	representation
recitation	public_speaking
reading	measurement
read	interpret
read	have
read	talk
read	interpret
read	predict
take	interpret
read	indicate
read	audition
read	understand
understand	understand
brain	neural_structure
brain	intelligence
mind	cognition
genius	intellectual
brain	variety_meat
brain	hit
brain	kill
sixteen	large_integer
feminist	reformer
lacrimation	bodily_process
tear	separate
tear	separate
tear	rush
pluck	strip
tear	cry
prison	correctional_institution
prison	situation
nine	digit
baseball_club	baseball_team
nine-spot	spot
courage	spirit
fearlessness	feeling
match	lighter
match	contest
match	lighter
match	duplicate
match	score
catch	adult
peer	person
couple	family
match	counterpart
match	equal
match	supply
match	join
equal	compete
match	adjust
meet	cope
match	join
pit	confront
match	adjust
equal	change
Hungarian	European
Hungarian	Ugric
literature	literary_study
light	lighten
light_up	ignite
alight	land
ignite	burn
fall	fall
unhorse	descend
year	time_period
year	time_period
year	time_period
class	gathering
child	juvenile
fry	heat
fry	cook
electrocute	kill
die	change_state
die	suffer
die	break_down
fail	change
die	feel
die	ache
die	cut_out
die	play
die	change
die	disappear
character	portrayal
persona	appearance
puppet	figure
creature	slave
puppet	doll
fool	simpleton
chump	victim
jester	clown
fool	deceive
fritter	consume
gull	deceive
horse_around	joke
horse_around	play
diabetic	sick_person
lie	falsehood
lie	position
lie	be
dwell	exist
lie	be
lie	misinform
lie	be
lie_down	change_posture
praseodymium	metallic_element
public_relations	promotion
boo	cry
boo	condemn
watch	timepiece
watch	shift
watch	surveillance
watch	time_period
lookout	watchman
vigil	rite
watch	check
watch	watch
indignation	anger
outrage	atrocity
scandal	trouble
scandalization	insult
shock	disgust
desecrate	assail
rape	assail
swamp	wetland
swamp	situation
swamp	flood
deluge	fill
lying	falsification
lie	be
dwell	exist
lie	be
lie	misinform
lie	be
lie_down	change_posture
idiot	simpleton
dead	people
dead	time
intellectual	person
night	time_period
night	time_period
night	time_period
night	time_unit
night	dark
night	twilight
night	time_period
love	emotion
love	object
beloved	lover
love	sexual_desire
love	score
sexual_love	sexual_activity
love	like
love	love
sleep_together	copulate
departure	act
passing	death
going	accomplishment
go	act
go	exit
become	change_state
run	be
run	be
proceed	happen
go	disappear
go	be
sound	cause_to_be_perceived
run_low	end
move	change
die	change_state
belong	be
go	compare
blend	harmonize
go	be
fit	fit
rifle	search
plump	choose
fail	change
ego	pride
self	consciousness
ego	mind
bulletproof	proof
abortion	termination
miscarriage	failure
intonation	singing
chant	sing
tone	talk
wish	desire
wish	request
regard	greeting
wish	preference
wish	desire
wish	desire
wish	express
wish	desire
wish	order
wish	greet
treason	crime
treason	disloyalty
treachery	dishonesty
ford	body_of_water
ford	crossing
ford	traverse
gauge	measuring_instrument
gauge	standard
gauge	distance
gauge	thickness
bore	diameter
estimate	calculate
gauge	rub
gauge	determine
gauge	quantify
gauge	standardize
gauge	blend
Michigan	card_game
boat	vessel
gravy_boat	dish
boat	ride
blow	stroke
blow	impact
reverse	happening
shock	surprise
gust	wind
coke	cocaine
blow	exhalation
blow	exhale
blow	exhaust
float	travel
blow	sound
blow	shape
botch	fail
waste	use
blow	spend
blow	sound
blow	sound
fellate	stimulate
blow	send
blow	move
blow	spurt
shove_off	go
blow	lay
blow	unwrap
boast	overstate
blow	rest
blow_out	fail
blow	burst
black	achromatic_color
total_darkness	dark
